 --- Query # 0 - "QU What are the effects of calcium on the physical properties of mucus   from CF patients? "
 ------ Doc # 613 = 0.014796
 ------ Doc # 1152 = 0.014710
 ------ Doc # 800 = 0.014708
 ------ Doc # 333 = 0.014685
 ------ Doc # 1114 = 0.014669
 ------ Doc # 596 = 0.014652
 ------ Doc # 675 = 0.014624
 ------ Doc # 334 = 0.014621
 ------ Doc # 24 = 0.014614
 ------ Doc # 123 = 0.014613
 ------ Doc # 1129 = 0.014578
 ------ Doc # 1033 = 0.014527
 ------ Doc # 46 = 0.014507
 ------ Doc # 643 = 0.014496
 ------ Doc # 371 = 0.014493
 ------ Doc # 111 = 0.014491
 ------ Doc # 732 = 0.014476
 ------ Doc # 1060 = 0.014464
 ------ Doc # 308 = 0.014437
 ------ Doc # 1046 = 0.014432
 ------ Doc # 374 = 0.014341
 ------ Doc # 354 = 0.014314
 ------ Doc # 423 = 0.014305
 ------ Doc # 93 = 0.014274
 ------ Doc # 663 = 0.014254
 ------ Doc # 1130 = 0.014231
 ------ Doc # 158 = 0.014210
 ------ Doc # 820 = 0.014197
 ------ Doc # 594 = 0.014189
 ------ Doc # 350 = 0.014179
 ------ Doc # 492 = 0.014165
 ------ Doc # 318 = 0.014134
 ------ Doc # 885 = 0.014089
 ------ Doc # 700 = 0.014040
 ------ Doc # 762 = 0.013995
 ------ Doc # 376 = 0.013982
 ------ Doc # 948 = 0.013981
 ------ Doc # 25 = 0.013970
 ------ Doc # 163 = 0.013959
 ------ Doc # 1144 = 0.013958
 ------ Doc # 709 = 0.013949
 ------ Doc # 513 = 0.013927
 ------ Doc # 1065 = 0.013896
 ------ Doc # 650 = 0.013894
 ------ Doc # 1025 = 0.013852
 ------ Doc # 777 = 0.013799
 ------ Doc # 608 = 0.013792
 ------ Doc # 353 = 0.013790
 ------ Doc # 752 = 0.013788
 ------ Doc # 575 = 0.013781
 ------ Doc # 1029 = 0.013767
 ------ Doc # 782 = 0.013754
 ------ Doc # 835 = 0.013717
 ------ Doc # 5 = 0.013709
 ------ Doc # 9 = 0.013703
 ------ Doc # 1078 = 0.013697
 ------ Doc # 1103 = 0.013695
 ------ Doc # 849 = 0.013689
 ------ Doc # 618 = 0.013644
 ------ Doc # 814 = 0.013640
 ------ Doc # 1092 = 0.013602
 ------ Doc # 317 = 0.013593
 ------ Doc # 1048 = 0.013554
 ------ Doc # 1118 = 0.013533
 ------ Doc # 859 = 0.013462
 ------ Doc # 15 = 0.013422
 ------ Doc # 68 = 0.013421
 ------ Doc # 12 = 0.013413
 ------ Doc # 933 = 0.013331
 ------ Doc # 890 = 0.013315
 ------ Doc # 952 = 0.013314
 ------ Doc # 1038 = 0.013270
 ------ Doc # 90 = 0.013264
 ------ Doc # 8 = 0.013262
 ------ Doc # 945 = 0.013223
 ------ Doc # 1191 = 0.013218
 ------ Doc # 172 = 0.013216
 ------ Doc # 1221 = 0.013202
 ------ Doc # 803 = 0.013202
 ------ Doc # 519 = 0.013186
 ------ Doc # 432 = 0.013179
 ------ Doc # 657 = 0.013150
 ------ Doc # 462 = 0.013137
 ------ Doc # 1220 = 0.013115
 ------ Doc # 239 = 0.013084
 ------ Doc # 255 = 0.013077
 ------ Doc # 1193 = 0.013070
 ------ Doc # 500 = 0.013016
 ------ Doc # 1207 = 0.013008
 ------ Doc # 256 = 0.012999
 ------ Doc # 616 = 0.012990
 ------ Doc # 251 = 0.012962
 ------ Doc # 213 = 0.012959
 ------ Doc # 1231 = 0.012945
 ------ Doc # 1176 = 0.012944
 ------ Doc # 212 = 0.012938
 ------ Doc # 509 = 0.012896
 ------ Doc # 2 = 0.012888
 ------ Doc # 806 = 0.012886
 ------ Doc # 770 = 0.012863
 ------ Doc # 979 = 0.012842
 ------ Doc # 183 = 0.012839
 ------ Doc # 1077 = 0.012764
 ------ Doc # 277 = 0.012759
 ------ Doc # 682 = 0.012736
 ------ Doc # 889 = 0.012733
 ------ Doc # 710 = 0.012729
 ------ Doc # 477 = 0.012722
 ------ Doc # 1198 = 0.012710
 ------ Doc # 197 = 0.012663
 ------ Doc # 789 = 0.012661
 ------ Doc # 787 = 0.012646
 ------ Doc # 861 = 0.012602
 ------ Doc # 1111 = 0.012596
 ------ Doc # 801 = 0.012570
 ------ Doc # 1082 = 0.012546
 ------ Doc # 1043 = 0.012540
 ------ Doc # 27 = 0.012524
 ------ Doc # 872 = 0.012511
 ------ Doc # 991 = 0.012509
 ------ Doc # 416 = 0.012508
 ------ Doc # 442 = 0.012445
 ------ Doc # 921 = 0.012438
 ------ Doc # 82 = 0.012420
 ------ Doc # 369 = 0.012418
 ------ Doc # 970 = 0.012414
 ------ Doc # 105 = 0.012356
 ------ Doc # 1174 = 0.012354
 ------ Doc # 756 = 0.012312
 ------ Doc # 579 = 0.012307
 ------ Doc # 897 = 0.012287
 ------ Doc # 195 = 0.012284
 ------ Doc # 290 = 0.012254
 ------ Doc # 1072 = 0.012236
 ------ Doc # 761 = 0.012207
 ------ Doc # 146 = 0.012207
 ------ Doc # 865 = 0.012181
 ------ Doc # 429 = 0.012139
 ------ Doc # 247 = 0.012123
 ------ Doc # 578 = 0.012120
 ------ Doc # 186 = 0.012102
 ------ Doc # 40 = 0.012068
 ------ Doc # 673 = 0.012062
 ------ Doc # 115 = 0.012055
 ------ Doc # 433 = 0.012046
 ------ Doc # 824 = 0.012023
 ------ Doc # 162 = 0.012021
 ------ Doc # 909 = 0.012021
 ------ Doc # 396 = 0.012000
 ------ Doc # 511 = 0.011985
 ------ Doc # 1022 = 0.011965
 ------ Doc # 992 = 0.011953
 ------ Doc # 750 = 0.011950
 ------ Doc # 757 = 0.011932
 ------ Doc # 836 = 0.011892
 ------ Doc # 1075 = 0.011858
 ------ Doc # 857 = 0.011830
 ------ Doc # 315 = 0.011806
 ------ Doc # 324 = 0.011792
 ------ Doc # 699 = 0.011786
 ------ Doc # 1116 = 0.011779
 ------ Doc # 1035 = 0.011764
 ------ Doc # 417 = 0.011732
 ------ Doc # 75 = 0.011721
 ------ Doc # 114 = 0.011690
 ------ Doc # 703 = 0.011689
 ------ Doc # 372 = 0.011679
 ------ Doc # 791 = 0.011670
 ------ Doc # 1013 = 0.011641
 ------ Doc # 99 = 0.011627
 ------ Doc # 244 = 0.011611
 ------ Doc # 848 = 0.011607
 ------ Doc # 542 = 0.011603
 ------ Doc # 405 = 0.011545
 ------ Doc # 1032 = 0.011523
 ------ Doc # 344 = 0.011470
 ------ Doc # 1017 = 0.011466
 ------ Doc # 649 = 0.011421
 ------ Doc # 41 = 0.011397
 ------ Doc # 1102 = 0.011367
 ------ Doc # 87 = 0.011357
 ------ Doc # 321 = 0.011355
 ------ Doc # 28 = 0.011335
 ------ Doc # 263 = 0.011284
 ------ Doc # 1008 = 0.011281
 ------ Doc # 668 = 0.011271
 ------ Doc # 891 = 0.011257
 ------ Doc # 498 = 0.011215
 ------ Doc # 345 = 0.011204
 ------ Doc # 86 = 0.011187
 ------ Doc # 659 = 0.011186
 ------ Doc # 245 = 0.011172
 ------ Doc # 1217 = 0.011136
 ------ Doc # 769 = 0.011123
 ------ Doc # 474 = 0.011105
 ------ Doc # 389 = 0.011103
 ------ Doc # 1087 = 0.011084
 ------ Doc # 546 = 0.011039
 ------ Doc # 696 = 0.010991
 ------ Doc # 642 = 0.010982
 ------ Doc # 695 = 0.010970
 ------ Doc # 1006 = 0.010908
 ------ Doc # 654 = 0.010905
 ------ Doc # 603 = 0.010900
 ------ Doc # 774 = 0.010897
 ------ Doc # 181 = 0.010868
 ------ Doc # 507 = 0.010845
 ------ Doc # 1007 = 0.010827
 ------ Doc # 220 = 0.010806
 ------ Doc # 644 = 0.010782
 ------ Doc # 97 = 0.010759
 ------ Doc # 587 = 0.010759
 ------ Doc # 368 = 0.010744
 ------ Doc # 305 = 0.010714
 ------ Doc # 539 = 0.010712
 ------ Doc # 1208 = 0.010680
 ------ Doc # 1095 = 0.010656
 ------ Doc # 1081 = 0.010638
 ------ Doc # 81 = 0.010615
 ------ Doc # 537 = 0.010596
 ------ Doc # 908 = 0.010589
 ------ Doc # 1073 = 0.010580
 ------ Doc # 267 = 0.010572
 ------ Doc # 838 = 0.010510
 ------ Doc # 1112 = 0.010437
 ------ Doc # 723 = 0.010426
 ------ Doc # 468 = 0.010363
 ------ Doc # 880 = 0.010353
 ------ Doc # 79 = 0.010330
 ------ Doc # 833 = 0.010255
 ------ Doc # 1153 = 0.010255
 ------ Doc # 1140 = 0.010233
 ------ Doc # 446 = 0.010231
 ------ Doc # 363 = 0.010231
 ------ Doc # 72 = 0.010215
 ------ Doc # 688 = 0.010206
 ------ Doc # 364 = 0.010143
 ------ Doc # 1059 = 0.010137
 ------ Doc # 200 = 0.010105
 ------ Doc # 681 = 0.010104
 ------ Doc # 664 = 0.010103
 ------ Doc # 503 = 0.010094
 ------ Doc # 435 = 0.010077
 ------ Doc # 483 = 0.010065
 ------ Doc # 1036 = 0.010061
 ------ Doc # 837 = 0.010042
 ------ Doc # 58 = 0.010003
 ------ Doc # 309 = 0.009916
 ------ Doc # 788 = 0.009911
 ------ Doc # 518 = 0.009908
 ------ Doc # 120 = 0.009889
 ------ Doc # 60 = 0.009881
 ------ Doc # 16 = 0.009859
 ------ Doc # 821 = 0.009835
 ------ Doc # 615 = 0.009749
 ------ Doc # 250 = 0.009705
 ------ Doc # 1088 = 0.009704
 ------ Doc # 1084 = 0.009697
 ------ Doc # 1079 = 0.009684
 ------ Doc # 275 = 0.009637
 ------ Doc # 193 = 0.009579
 ------ Doc # 966 = 0.009568
 ------ Doc # 373 = 0.009553
 ------ Doc # 1110 = 0.009502
 ------ Doc # 516 = 0.009441
 ------ Doc # 533 = 0.009412
 ------ Doc # 1041 = 0.009360
 ------ Doc # 734 = 0.009355
 ------ Doc # 1001 = 0.009317
 ------ Doc # 634 = 0.009305
 ------ Doc # 428 = 0.009276
 ------ Doc # 558 = 0.009262
 ------ Doc # 653 = 0.009253
 ------ Doc # 641 = 0.009231
 ------ Doc # 1045 = 0.009157
 ------ Doc # 980 = 0.009154
 ------ Doc # 1189 = 0.009137
 ------ Doc # 629 = 0.009092
 ------ Doc # 257 = 0.009087
 ------ Doc # 504 = 0.008938
 ------ Doc # 295 = 0.008907
 ------ Doc # 1020 = 0.008841
 ------ Doc # 420 = 0.008811
 ------ Doc # 652 = 0.008801
 ------ Doc # 759 = 0.008799
 ------ Doc # 192 = 0.008798
 ------ Doc # 76 = 0.008778
 ------ Doc # 365 = 0.008712
 ------ Doc # 1004 = 0.008659
 ------ Doc # 224 = 0.008646
 ------ Doc # 792 = 0.008628
 ------ Doc # 1138 = 0.008610
 ------ Doc # 20 = 0.008610
 ------ Doc # 910 = 0.008607
 ------ Doc # 467 = 0.008524
 ------ Doc # 388 = 0.008522
 ------ Doc # 1047 = 0.008500
 ------ Doc # 202 = 0.008468
 ------ Doc # 359 = 0.008467
 ------ Doc # 264 = 0.008421
 ------ Doc # 674 = 0.008418
 ------ Doc # 1003 = 0.008404
 ------ Doc # 240 = 0.008282
 ------ Doc # 645 = 0.008234
 ------ Doc # 14 = 0.008160
 ------ Doc # 360 = 0.008070
 ------ Doc # 21 = 0.007984
 ------ Doc # 617 = 0.007941
 ------ Doc # 515 = 0.007928
 ------ Doc # 866 = 0.007901
 ------ Doc # 29 = 0.007886
 ------ Doc # 384 = 0.007851
 ------ Doc # 270 = 0.007812
 ------ Doc # 609 = 0.007731
 ------ Doc # 116 = 0.007695
 ------ Doc # 808 = 0.007575
 ------ Doc # 117 = 0.007491
 ------ Doc # 1100 = 0.007483
 ------ Doc # 426 = 0.007389
 ------ Doc # 827 = 0.007347
 ------ Doc # 1063 = 0.007322
 ------ Doc # 1011 = 0.007280
 ------ Doc # 779 = 0.007229
 ------ Doc # 73 = 0.007006
 ------ Doc # 1212 = 0.006955
 ------ Doc # 78 = 0.006954
 ------ Doc # 1194 = 0.006949
 ------ Doc # 456 = 0.006852
 ------ Doc # 878 = 0.006736
 ------ Doc # 621 = 0.006565
 ------ Doc # 549 = 0.006471
 ------ Doc # 547 = 0.006431
 ------ Doc # 1127 = 0.006381
 ------ Doc # 338 = 0.006316
 ------ Doc # 816 = 0.006297
 ------ Doc # 990 = 0.006290
 ------ Doc # 395 = 0.006209
 ------ Doc # 1080 = 0.006198
 ------ Doc # 974 = 0.006192
 ------ Doc # 1097 = 0.006189
 ------ Doc # 708 = 0.006100
 ------ Doc # 145 = 0.006092
 ------ Doc # 457 = 0.006062
 ------ Doc # 768 = 0.005821
 ------ Doc # 581 = 0.005816
 ------ Doc # 994 = 0.005744
 ------ Doc # 194 = 0.005561
 ------ Doc # 180 = 0.005526
 ------ Doc # 917 = 0.005509
 ------ Doc # 448 = 0.005179
 ------ Doc # 203 = 0.005074
 ------ Doc # 1061 = 0.004728
 ------ Doc # 127 = 0.004480
 ------ Doc # 679 = 0.004174
 ------ Doc # 1015 = 0.003240
 ------ Doc # 1018 = 0.000000
Precision-R: 0.0000000000

 --- Query # 0 - "QU What techniques are available for screening of newborn infants for CF,   and what factors contribute to erroneous results of these tests?"
 ------ Doc # 831 = 0.130799
 ------ Doc # 697 = 0.120688
 ------ Doc # 1174 = 0.113689
 ------ Doc # 1182 = 0.111201
 ------ Doc # 600 = 0.104856
 ------ Doc # 817 = 0.098540
 ------ Doc # 334 = 0.098316
 ------ Doc # 903 = 0.094836
 ------ Doc # 1014 = 0.094545
 ------ Doc # 774 = 0.092877
 ------ Doc # 1128 = 0.092772
 ------ Doc # 717 = 0.090268
 ------ Doc # 1196 = 0.088533
 ------ Doc # 175 = 0.087780
 ------ Doc # 1011 = 0.084517
 ------ Doc # 875 = 0.084318
 ------ Doc # 634 = 0.082774
 ------ Doc # 1004 = 0.082531
 ------ Doc # 465 = 0.081627
 ------ Doc # 627 = 0.081099
 ------ Doc # 1080 = 0.078133
 ------ Doc # 492 = 0.078088
 ------ Doc # 165 = 0.077837
 ------ Doc # 835 = 0.077800
 ------ Doc # 911 = 0.077240
 ------ Doc # 1237 = 0.077101
 ------ Doc # 378 = 0.077092
 ------ Doc # 339 = 0.076633
 ------ Doc # 183 = 0.076451
 ------ Doc # 1186 = 0.075672
 ------ Doc # 943 = 0.075615
 ------ Doc # 260 = 0.075462
 ------ Doc # 88 = 0.075388
 ------ Doc # 483 = 0.075188
 ------ Doc # 377 = 0.075110
 ------ Doc # 815 = 0.074994
 ------ Doc # 946 = 0.074157
 ------ Doc # 106 = 0.074052
 ------ Doc # 81 = 0.073470
 ------ Doc # 529 = 0.073381
 ------ Doc # 482 = 0.069786
 ------ Doc # 1027 = 0.068425
 ------ Doc # 1051 = 0.068424
 ------ Doc # 3 = 0.068155
 ------ Doc # 930 = 0.068084
 ------ Doc # 386 = 0.067944
 ------ Doc # 98 = 0.067463
 ------ Doc # 1139 = 0.067414
 ------ Doc # 670 = 0.067400
 ------ Doc # 641 = 0.067127
 ------ Doc # 120 = 0.066656
 ------ Doc # 380 = 0.066395
 ------ Doc # 170 = 0.066176
 ------ Doc # 280 = 0.065590
 ------ Doc # 1133 = 0.065528
 ------ Doc # 1218 = 0.065057
 ------ Doc # 931 = 0.065037
 ------ Doc # 1117 = 0.065007
 ------ Doc # 771 = 0.064889
 ------ Doc # 926 = 0.064784
 ------ Doc # 151 = 0.064436
 ------ Doc # 1016 = 0.064426
 ------ Doc # 693 = 0.064295
 ------ Doc # 796 = 0.064142
 ------ Doc # 628 = 0.063892
 ------ Doc # 596 = 0.063696
 ------ Doc # 284 = 0.063379
 ------ Doc # 194 = 0.062550
 ------ Doc # 247 = 0.062492
 ------ Doc # 491 = 0.062275
 ------ Doc # 171 = 0.061991
 ------ Doc # 131 = 0.061825
 ------ Doc # 818 = 0.061703
 ------ Doc # 234 = 0.061522
 ------ Doc # 344 = 0.061444
 ------ Doc # 606 = 0.061184
 ------ Doc # 761 = 0.060610
 ------ Doc # 139 = 0.060249
 ------ Doc # 38 = 0.059947
 ------ Doc # 811 = 0.059707
 ------ Doc # 849 = 0.059205
 ------ Doc # 882 = 0.058803
 ------ Doc # 726 = 0.058720
 ------ Doc # 671 = 0.058702
 ------ Doc # 975 = 0.058633
 ------ Doc # 739 = 0.058577
 ------ Doc # 1162 = 0.058375
 ------ Doc # 266 = 0.058314
 ------ Doc # 1160 = 0.058105
 ------ Doc # 490 = 0.057927
 ------ Doc # 1028 = 0.057902
 ------ Doc # 767 = 0.057066
 ------ Doc # 705 = 0.056974
 ------ Doc # 439 = 0.056788
 ------ Doc # 70 = 0.056593
 ------ Doc # 33 = 0.056303
 ------ Doc # 534 = 0.056272
 ------ Doc # 746 = 0.055961
 ------ Doc # 403 = 0.054845
 ------ Doc # 779 = 0.054385
 ------ Doc # 379 = 0.054346
 ------ Doc # 373 = 0.054049
 ------ Doc # 76 = 0.053702
 ------ Doc # 866 = 0.053364
 ------ Doc # 370 = 0.053332
 ------ Doc # 799 = 0.052964
 ------ Doc # 258 = 0.052930
 ------ Doc # 1211 = 0.052795
 ------ Doc # 605 = 0.052727
 ------ Doc # 721 = 0.052723
 ------ Doc # 877 = 0.052708
 ------ Doc # 319 = 0.051368
 ------ Doc # 895 = 0.051196
 ------ Doc # 112 = 0.050804
 ------ Doc # 59 = 0.050792
 ------ Doc # 914 = 0.050657
 ------ Doc # 395 = 0.050646
 ------ Doc # 736 = 0.050611
 ------ Doc # 97 = 0.050054
 ------ Doc # 235 = 0.049893
 ------ Doc # 318 = 0.049889
 ------ Doc # 58 = 0.049828
 ------ Doc # 620 = 0.048644
 ------ Doc # 846 = 0.048643
 ------ Doc # 110 = 0.048324
 ------ Doc # 1236 = 0.048001
 ------ Doc # 158 = 0.047957
 ------ Doc # 118 = 0.047956
 ------ Doc # 1148 = 0.047825
 ------ Doc # 530 = 0.047132
 ------ Doc # 916 = 0.047089
 ------ Doc # 968 = 0.047038
 ------ Doc # 565 = 0.046939
 ------ Doc # 945 = 0.046883
 ------ Doc # 713 = 0.046866
 ------ Doc # 871 = 0.046751
 ------ Doc # 1234 = 0.046292
 ------ Doc # 333 = 0.046189
 ------ Doc # 291 = 0.046125
 ------ Doc # 709 = 0.046100
 ------ Doc # 384 = 0.045950
 ------ Doc # 35 = 0.045924
 ------ Doc # 896 = 0.045918
 ------ Doc # 1002 = 0.045591
 ------ Doc # 429 = 0.045529
 ------ Doc # 731 = 0.045506
 ------ Doc # 822 = 0.045385
 ------ Doc # 549 = 0.045255
 ------ Doc # 838 = 0.045170
 ------ Doc # 242 = 0.045162
 ------ Doc # 134 = 0.044943
 ------ Doc # 622 = 0.044926
 ------ Doc # 1064 = 0.044490
 ------ Doc # 1135 = 0.044206
 ------ Doc # 211 = 0.044200
 ------ Doc # 399 = 0.043903
 ------ Doc # 404 = 0.043748
 ------ Doc # 879 = 0.043716
 ------ Doc # 5 = 0.043608
 ------ Doc # 56 = 0.043575
 ------ Doc # 148 = 0.043360
 ------ Doc # 302 = 0.043206
 ------ Doc # 1126 = 0.043164
 ------ Doc # 1232 = 0.042958
 ------ Doc # 547 = 0.042940
 ------ Doc # 225 = 0.042857
 ------ Doc # 488 = 0.042825
 ------ Doc # 515 = 0.042752
 ------ Doc # 261 = 0.042732
 ------ Doc # 28 = 0.042610
 ------ Doc # 204 = 0.042389
 ------ Doc # 910 = 0.042382
 ------ Doc # 388 = 0.042336
 ------ Doc # 116 = 0.042236
 ------ Doc # 4 = 0.042225
 ------ Doc # 597 = 0.041710
 ------ Doc # 283 = 0.041612
 ------ Doc # 230 = 0.041359
 ------ Doc # 152 = 0.041355
 ------ Doc # 1119 = 0.041353
 ------ Doc # 997 = 0.041304
 ------ Doc # 206 = 0.041241
 ------ Doc # 435 = 0.041187
 ------ Doc # 1158 = 0.040957
 ------ Doc # 289 = 0.040678
 ------ Doc # 107 = 0.040382
 ------ Doc # 642 = 0.040214
 ------ Doc # 653 = 0.040118
 ------ Doc # 342 = 0.039670
 ------ Doc # 274 = 0.039639
 ------ Doc # 923 = 0.039596
 ------ Doc # 1031 = 0.039183
 ------ Doc # 797 = 0.039092
 ------ Doc # 874 = 0.039020
 ------ Doc # 113 = 0.039005
 ------ Doc # 764 = 0.038805
 ------ Doc # 64 = 0.038708
 ------ Doc # 305 = 0.038394
 ------ Doc # 392 = 0.038260
 ------ Doc # 286 = 0.038230
 ------ Doc # 203 = 0.038182
 ------ Doc # 644 = 0.038166
 ------ Doc # 335 = 0.038134
 ------ Doc # 67 = 0.038115
 ------ Doc # 1214 = 0.038066
 ------ Doc # 1216 = 0.037996
 ------ Doc # 869 = 0.037927
 ------ Doc # 562 = 0.037814
 ------ Doc # 476 = 0.037669
 ------ Doc # 505 = 0.037336
 ------ Doc # 1131 = 0.037164
 ------ Doc # 39 = 0.037162
 ------ Doc # 798 = 0.037119
 ------ Doc # 989 = 0.037079
 ------ Doc # 31 = 0.036972
 ------ Doc # 300 = 0.036870
 ------ Doc # 843 = 0.036620
 ------ Doc # 858 = 0.036454
 ------ Doc # 814 = 0.036275
 ------ Doc # 790 = 0.036225
 ------ Doc # 436 = 0.036220
 ------ Doc # 1076 = 0.036153
 ------ Doc # 372 = 0.036015
 ------ Doc # 433 = 0.036013
 ------ Doc # 699 = 0.035980
 ------ Doc # 1094 = 0.035746
 ------ Doc # 812 = 0.035721
 ------ Doc # 1219 = 0.035603
 ------ Doc # 244 = 0.035493
 ------ Doc # 417 = 0.035411
 ------ Doc # 1193 = 0.035399
 ------ Doc # 988 = 0.035373
 ------ Doc # 545 = 0.035364
 ------ Doc # 79 = 0.035331
 ------ Doc # 566 = 0.035327
 ------ Doc # 22 = 0.035270
 ------ Doc # 220 = 0.035261
 ------ Doc # 141 = 0.035202
 ------ Doc # 791 = 0.035071
 ------ Doc # 14 = 0.035062
 ------ Doc # 630 = 0.035041
 ------ Doc # 766 = 0.035025
 ------ Doc # 706 = 0.034997
 ------ Doc # 470 = 0.034921
 ------ Doc # 643 = 0.034748
 ------ Doc # 927 = 0.034728
 ------ Doc # 498 = 0.034609
 ------ Doc # 24 = 0.034454
 ------ Doc # 1156 = 0.034364
 ------ Doc # 1138 = 0.034287
 ------ Doc # 825 = 0.034063
 ------ Doc # 65 = 0.034027
 ------ Doc # 485 = 0.033904
 ------ Doc # 1 = 0.033841
 ------ Doc # 1170 = 0.033749
 ------ Doc # 355 = 0.033708
 ------ Doc # 710 = 0.033678
 ------ Doc # 105 = 0.033572
 ------ Doc # 304 = 0.033556
 ------ Doc # 543 = 0.033406
 ------ Doc # 223 = 0.033166
 ------ Doc # 937 = 0.033110
 ------ Doc # 1048 = 0.032997
 ------ Doc # 127 = 0.032958
 ------ Doc # 49 = 0.032905
 ------ Doc # 833 = 0.032902
 ------ Doc # 629 = 0.032856
 ------ Doc # 522 = 0.032825
 ------ Doc # 103 = 0.032728
 ------ Doc # 427 = 0.032664
 ------ Doc # 63 = 0.032663
 ------ Doc # 1199 = 0.032549
 ------ Doc # 775 = 0.032467
 ------ Doc # 991 = 0.032391
 ------ Doc # 323 = 0.032314
 ------ Doc # 294 = 0.032182
 ------ Doc # 124 = 0.032158
 ------ Doc # 588 = 0.032007
 ------ Doc # 155 = 0.032003
 ------ Doc # 7 = 0.031969
 ------ Doc # 502 = 0.031947
 ------ Doc # 649 = 0.031704
 ------ Doc # 959 = 0.031684
 ------ Doc # 1206 = 0.031677
 ------ Doc # 273 = 0.031634
 ------ Doc # 369 = 0.031604
 ------ Doc # 765 = 0.031589
 ------ Doc # 71 = 0.031579
 ------ Doc # 312 = 0.031551
 ------ Doc # 840 = 0.031407
 ------ Doc # 448 = 0.031376
 ------ Doc # 462 = 0.031346
 ------ Doc # 418 = 0.031266
 ------ Doc # 965 = 0.031262
 ------ Doc # 224 = 0.031251
 ------ Doc # 985 = 0.031017
 ------ Doc # 438 = 0.030986
 ------ Doc # 1195 = 0.030923
 ------ Doc # 413 = 0.030882
 ------ Doc # 508 = 0.030740
 ------ Doc # 301 = 0.030739
 ------ Doc # 375 = 0.030732
 ------ Doc # 1178 = 0.030696
 ------ Doc # 501 = 0.030574
 ------ Doc # 60 = 0.030536
 ------ Doc # 732 = 0.030342
 ------ Doc # 966 = 0.030254
 ------ Doc # 51 = 0.030197
 ------ Doc # 324 = 0.030176
 ------ Doc # 756 = 0.030172
 ------ Doc # 669 = 0.030148
 ------ Doc # 150 = 0.030138
 ------ Doc # 371 = 0.030074
 ------ Doc # 1155 = 0.030045
 ------ Doc # 785 = 0.029957
 ------ Doc # 11 = 0.029941
 ------ Doc # 971 = 0.029880
 ------ Doc # 199 = 0.029872
 ------ Doc # 345 = 0.029858
 ------ Doc # 1092 = 0.029833
 ------ Doc # 711 = 0.029769
 ------ Doc # 1066 = 0.029763
 ------ Doc # 18 = 0.029744
 ------ Doc # 819 = 0.029698
 ------ Doc # 585 = 0.029673
 ------ Doc # 144 = 0.029617
 ------ Doc # 912 = 0.029551
 ------ Doc # 145 = 0.029545
 ------ Doc # 1005 = 0.029504
 ------ Doc # 632 = 0.029482
 ------ Doc # 479 = 0.029315
 ------ Doc # 809 = 0.029276
 ------ Doc # 207 = 0.029252
 ------ Doc # 210 = 0.029228
 ------ Doc # 865 = 0.029208
 ------ Doc # 661 = 0.029175
 ------ Doc # 85 = 0.029148
 ------ Doc # 101 = 0.029034
 ------ Doc # 161 = 0.028978
 ------ Doc # 538 = 0.028972
 ------ Doc # 655 = 0.028935
 ------ Doc # 612 = 0.028887
 ------ Doc # 787 = 0.028869
 ------ Doc # 460 = 0.028786
 ------ Doc # 687 = 0.028724
 ------ Doc # 1151 = 0.028671
 ------ Doc # 13 = 0.028653
 ------ Doc # 1140 = 0.028592
 ------ Doc # 1213 = 0.028522
 ------ Doc # 1224 = 0.028362
 ------ Doc # 792 = 0.028261
 ------ Doc # 140 = 0.028232
 ------ Doc # 1208 = 0.028110
 ------ Doc # 1230 = 0.028054
 ------ Doc # 944 = 0.027963
 ------ Doc # 616 = 0.027939
 ------ Doc # 559 = 0.027936
 ------ Doc # 573 = 0.027865
 ------ Doc # 347 = 0.027806
 ------ Doc # 949 = 0.027750
 ------ Doc # 268 = 0.027728
 ------ Doc # 541 = 0.027725
 ------ Doc # 961 = 0.027700
 ------ Doc # 1013 = 0.027697
 ------ Doc # 391 = 0.027673
 ------ Doc # 126 = 0.027640
 ------ Doc # 760 = 0.027570
 ------ Doc # 248 = 0.027510
 ------ Doc # 415 = 0.027454
 ------ Doc # 55 = 0.027406
 ------ Doc # 457 = 0.027370
 ------ Doc # 955 = 0.027320
 ------ Doc # 1102 = 0.027263
 ------ Doc # 915 = 0.027234
 ------ Doc # 1037 = 0.027214
 ------ Doc # 146 = 0.027213
 ------ Doc # 982 = 0.027140
 ------ Doc # 810 = 0.027085
 ------ Doc # 135 = 0.027040
 ------ Doc # 563 = 0.027035
 ------ Doc # 920 = 0.027010
 ------ Doc # 241 = 0.027007
 ------ Doc # 1176 = 0.026918
 ------ Doc # 570 = 0.026913
 ------ Doc # 977 = 0.026671
 ------ Doc # 904 = 0.026635
 ------ Doc # 979 = 0.026596
 ------ Doc # 574 = 0.026513
 ------ Doc # 1107 = 0.026359
 ------ Doc # 1172 = 0.026348
 ------ Doc # 447 = 0.026288
 ------ Doc # 361 = 0.026280
 ------ Doc # 177 = 0.026252
 ------ Doc # 444 = 0.026227
 ------ Doc # 1071 = 0.026224
 ------ Doc # 229 = 0.026122
 ------ Doc # 768 = 0.026112
 ------ Doc # 96 = 0.026107
 ------ Doc # 1057 = 0.026105
 ------ Doc # 437 = 0.026059
 ------ Doc # 278 = 0.025951
 ------ Doc # 1161 = 0.025939
 ------ Doc # 887 = 0.025895
 ------ Doc # 1175 = 0.025879
 ------ Doc # 174 = 0.025845
 ------ Doc # 129 = 0.025766
 ------ Doc # 272 = 0.025741
